sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
160,888,114,7.79,0.4835,0.0002,3.1869,सेवाकार्यात शिकवताना असो वा मंडळीत आपण तर्कशुद्ध युक्‍तिवादाच्या साहाय्याने यहोव
161,926,113,8.19,0.4515,0.0002,3.2238,त्यातल्या काही रस्त्यांची काम सुरु आहेत तर काही अद्याप कागदावरच आहेत पुढे या संप
162,1205,149,8.09,0.4721,0.0002,3.1944,आपण ज्या मुहूर्तामध्ये या शूद्राला धराशायी केले आहे त्याच मुहूर्तात तो बालक जिवं
163,938,110,8.53,0.4374,0.0002,3.2067,तसंच आपण घेतलेल्या निर्णयांचा इतरांवरही परिणाम होत असतो ठाणे शहरातील वाहतूक समस्
164,953,121,7.88,0.4593,0.0002,3.267,ही धडक इतकी भीषण होती की या धडकेत जागीच चार जणांचा मृत्यू झाला आहे जिल्हाधिकारी 
165,764,81,9.43,0.3745,0.0002,3.1869,मुख्यमंत्री देवेंद्र फडणवीस यांनी भाजप अध्यक्ष अमित शाह आणि शिवसेना पक्षप्रमुख उ
166,738,107,6.9,0.5069,0.0002,3.2079,मी नेहमी सांगतो की भारताच्या तिरंगी झेंड्यात एक निळ्या रंगाचे चक्र आहे मात्र तिस
167,1407,156,9.02,0.4416,0.0002,3.2019,ब्रिटनमधील सुरे सॅटेलाईट टेक्नॉलॉजी लिमिटेडकडून या उपग्रहांची निर्मिती करण्यात आ
168,1375,166,8.28,0.4548,0.0002,3.252,लवकरच एका नव्या शोसह कॉमेडीचा ‘बादशहा’ म्हणून ओळखला जाणार कपिल शर्मा पुनरागमन कर
169,959,126,7.61,0.4469,0.0002,3.1931,बिहारमध्ये विधानसभा निवडणुकीसाठी जदयू आणि भाजपाची युती असून दुसरीकडे राजद आणि का
170,2304,275,8.38,0.4482,0.0002,3.267,माओवाद्यांकडून राजीव गांधी हत्याकांडासारखं घातक कृत्य करण्याचा प्रयत्न होता असं 
171,1063,139,7.65,0.465,0.0002,3.267,पण भविष्यात काय घडेल ते परिस्थितीवर अवलंबून असेल असे व्‌िेट राजनाथ यांनी केले हो
172,1060,123,8.62,0.4316,0.0002,3.2359,या सिनेमात त्याच्यासोबत कियारा अडवाणी स्क्रिन शेअर करणार आहे सध्या ग्लोबल स्टार 
173,830,109,7.61,0.4964,0.0002,3.1966,या चित्रपटामध्ये सारा अली खान आणि धनुष हे मुख्य भूमिकेत आहेत त्यामुळे एक पोलीस क
174,1058,120,8.82,0.4451,0.0002,3.2169,आपण वंचित घटकांचे यात दिव्यांग महिला ज्येष्ठ नागरीक आणि तृतीयपंथी यांना सुरक्षित
175,893,104,8.59,0.4251,0.0002,3.1886,सबरीमाला मंदिरात महिलांना असलेल्या प्रवेश बंदीविरोधात सर्वोच्च न्यायालयात दाखल य
176,831,106,7.84,0.4683,0.0002,3.1978,काहीही असो त्याचा संदेश मात्र अगदी साधा होता व लोकांना आवडेल असा नव्हता बंधू रस्
